name,phone,whatsapp,address,website,profile_url
Ovat Of Lagos Real Estate,"08108565565, 08050345410, 08108565565",+2348108565565,"Ikota Shopping Complex, Lekki, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/ovat-of-lagos-real-estate-225403
Overhplus Properties Limited,"08105605371, 08105605371, +2349053588569",+2348154029096,"Suite C3 3rd Floor Yob Shopping Complex Ologolo Road, Lekki, Lagos, Nigeria",https://overhplus.estateagentsng.com,https://nigeriapropertycentre.com/agents/overhplus-properties-limited-38770
Ownahome.ng,+2348101536132,+2348101536132,,https://ownahome.ng/,https://nigeriapropertycentre.com/agents/ownahomeng-104315
Oyinzz Homes,08083150176,+2348083150176,"198 Aj Street, Federal Lowcust Estate, Ikorodu, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/oyinzz-homes-177682
Oyom And Company,09066223682,09066223682,"Ademola Adetokunbo, Wuse Ii, Federal Capital Territory, Nigeria",,https://nigeriapropertycentre.com/agents/oyom-and-company-74560
Paix Propertiesltd,08033982632,2348033982632,"383 39 Road 3rd Avenue Gwarimpa, Gwarimpa, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/paix-propertiesltd-203984
Palton Morgan,07073010250,07073010250,"Amuwo Odofin, Lagos, Nigeria",http://www.paltonmorgan.com,https://nigeriapropertycentre.com/agents/palton-morgan-240995
Paradise Estate,"08153407472, 09079190443",08153407472,"Lifecamp, Life Camp, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/paradise-estate-165215
Patpo Realty,"08077604630, 07044421528",2348077604630,"68 Ochacho Homes Lifecamp, Gwarinpa, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/patpo-realty-203484
Paulsco World Connect,"08022637488, 08113875604, 08022637488",+2348113875604,"15, Haile Selassie Street, Asokoro, Fct, Nigeria",https://paulscoworldconnect.estateagentsng.com,https://nigeriapropertycentre.com/agents/paulsco-world-connect-148793
Peach Hive Ltd,"07067820517, 07067820517, 07083728303",07067820517,"No 4 Franca Afegbua Crescent Apo, Abuja, F.c.t, Nigeria",,https://nigeriapropertycentre.com/agents/peach-hive-ltd-153453
Pebville Nig Ltd.,"08034937619, 07083907114",+2348034937619,"Plot 206 Zone C, Apo Resettlement Area, New Garki, Garki, Fct, Nigeria",https://pebvillenigeria.estateagentsng.com,https://nigeriapropertycentre.com/agents/pebville-nig-ltd-25186
Penxten Global Consulting Services Ltd,+2348037035963,+2348037035963,"No 6, Godwin Nanakumo Close Zina Estate, Ado Road , Ajah , Lagos, Nigeria",https://penxtenglobalconsulting.estateagentsng.com,https://nigeriapropertycentre.com/agents/penxten-global-consulting-services-ltd-225635
Peregrine Innovative Homes Limited,"+2349126439250, +2349060542227, +2348152531399",+2349126439250,"P9 B112 Omorinre Johnson Street, Lekki Phase 1, Lagos, Nigeria",https://peregrineinnovativehomeslimited.estateagentsng.com,https://nigeriapropertycentre.com/agents/peregrine-innovative-homes-limited-193596
Perspex Homes Ltd,"08034396910, 08097325286",+2348034396910,"Plot 1092, Joseph Gomwalk Street, Abuja, Nigeria, Fct, Nigeria",http://www.perspexhomes.com,https://nigeriapropertycentre.com/agents/perspex-homes-ltd-210294
Petovat Homes,"08108565565, 08050345410",2348050345410,"Ikota Complex, Lekki, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/petovat-homes-166367
Petronjay Business Ventures,"08029166973, 08029166973",2348029166973,"10 Ishola Street Surulere Lagos, Surulere, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/petronjay-business-ventures-240066
Pg Homes,"08086924207, 09151003510",08086924207,"2 Monrovia Street, Wuse 2, Abuja, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/pg-homes-70431
Pharaoh Properties,08131302301,+2348131302301,"Plot 51, Gidan Mangoro Estate, Along Karshi-orozo Road, Karu, Fct Abuja, Nigeria",https://pharaohproperties.estateagentsng.com,https://nigeriapropertycentre.com/agents/pharaoh-properties-42123
Phasvic Heights Ltd,"08133072986, 08133072986",08133072986,"No.4 Mike Akhigbe, Jabi, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/phasvic-heights-ltd-199577
Phil Doc Homes & Shelters,"08079177793, 08088630437, 07013088872, 08185802541",23408079177793,"Ralph Sideinde Street, Federal Secretariat, Fct Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/phil-doc-homes-shelters-40756
Philsan Construct,07032512620,07032512620,"Awoyaya, Ibeju Lekki Lagos, Awoyaya, Ibeju Lekki Lagos, Lagos, Nigera",https://www.philsan.com.ng/,https://nigeriapropertycentre.com/agents/philsan-construct-41945
Phran6 Properties,"08105124798, 08105124798, 07062162477",+2348105124798,"Suit 12 Princess And Angel Mall Opposite Lagos Business School Ajah, Eti Osa Lga, Lagos, Nigeria",https://youtube.com/@phran6properties,https://nigeriapropertycentre.com/agents/phran6-properties-101951
Planwell Homes Limited,"+2349063081858, 09069006453, 07038576626, 09045628242",+2349063081858,"21 Gilbert Odion Street , Ajah, Lagos, Nigeria",https://planwellhomes.estateagentsng.com,https://nigeriapropertycentre.com/agents/planwell-homes-limited-223552
Pleasant Shelters,"07015388812, 09097398048",07015388812,"Gold Crest Plaza Ikota, Ikota, Lekki, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/pleasant-shelters-126950
Plusworld Realtors,"08060014915, 08060014915",08060014915,"Ojomu Royal Plaza Km 23 Lekki Epe Expressway, Lekki, Lagos, Nigeria",https://plusworldrealtors.com.ng/,https://nigeriapropertycentre.com/agents/plusworld-realtors-126526
Pmtenten Global Property,"08038416355, 09056671011",08038416355,"National Assembly Quarters, Apo, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/pmtenten-global-property-79245
Png Real Estate Services,"08102594567, +2347038900073",07038900073,"Suite 14, Vicbalkon Towers, Vicbalkon Street, Utako, Abuja, Nigeria",http://www.praxisgnosis.com,https://nigeriapropertycentre.com/agents/png-real-estate-services-37174
Poly Real Estate Property,"09067665663, 08080417460, 0906766563",+2348080417460,"Tipper Garage Market 3rd Avenue Gwarinpa, Gwarinpa Estate, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/poly-real-estate-property-58035
Premiumville Homes,"08118050170, 07010102791",07010102791,"4, Olabisi Adewunmi, Langbasa, Ajah, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/premiumville-homes-29520
Prime Dangiwa Realtors,"081635211111, 08121304444",2348163521111,"Emeka Anyaoku Street, Abuja, Abuja, Nigerian",,https://nigeriapropertycentre.com/agents/prime-dangiwa-realtors-214402
Prime Homes And Properties,"08127998788, 08127998788",08127998788,"48 Ahmed Gambo Saleh Crescent, Jahi, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/prime-homes-and-properties-223724
Primekeyproperties,08147864633,+2348147864633,"Lumen City Wuye, Abuja, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/primekeyproperties-236153
Prime Path Realty,08110162473,+2348110162473,"Nob3a, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/prime-path-realty-45135
Prisville,09064307217,2349064307217,"Arab Kubwa, Kubwa, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/prisville-159424
Prixmek Homes & Services,"08036000578, 08032378969, 08073045004, 08091397083",+2348036000578,"1 Folagoro Road Shomolu Yaba, Shomolu, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/prixmek-homes-services-69307
Projects Team Limited,08039426967,08039426967,"4 Amazon Street, Maitama, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/projects-team-limited-110598
Prolific Estates & Consults Ltd,"07085753158, 09163996947, 07085753158",09163996947,"Hse Obot Okon Medina Estate Agbara, Agbara, Ogun, Nigeria",,https://nigeriapropertycentre.com/agents/prolific-estates-consults-ltd-206224
Promiseland Empire Homes And Properties.,"08054145769, 08027400010, 08036577174",+2348027400010,"Garki, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/promiseland-empire-homes-and-properties-71389
Promising Homes,"07035643384, 07035643384, 07035643384",07035643384,"Road 7, House 14, Bmuko Dutse Bwari, Bwari, Dutse, Abuja Fct, Nigeria",,https://nigeriapropertycentre.com/agents/promising-homes-225362
Propellr Homes,"08036599268, 08109631699",+2348036599268,"Abayomi Shonuga Crescent, Lekki Phase 1, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/propellr-homes-172799
Properties Navigators Nigeria Limited,"08154211114, 08148472001",08144417520,"No. 101 Kwame Nkuruma Street, Asokoro, Abuja, Nigeria",https://propertiesnavigators.estateagentsng.com,https://nigeriapropertycentre.com/agents/properties-navigators-nigeria-limited-131394
Property Assistance Company & Associates,07080822998,+2347080822998,"Block A1 Suite 156, Sura Shopping Complex. Simpson Street Lagos - Island Lagos., Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/property-assistance-company-associates-5639
Property Finders (ibile Global Mart Limited),09068786533,+2349068786533,"4, Brickfield Road, Ebute Metta, Lagos, Yaba, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/property-finders-ibile-global-mart-limited-159889
Property In Nigeria,08108547055,+2349012032529,"House 2a, Road 4 Greenland Estate, Ajah, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/property-in-nigeria-106279
Property Keeng,"08021144882, 09059750158",+2348021144882,"House 1, White House, Kudang Street, Wuse 2, Abuja, Nigeria",https://propertykeeng.estateagentsng.com,https://nigeriapropertycentre.com/agents/property-keeng-40759
Property Mayor,"+2347069574397, +2348089729747",+2348089729747,,,https://nigeriapropertycentre.com/agents/property-mayor-210251
Property Nerd,"08063280968, 08063280968, 08063280968, 08063280968",+2348063280968,"Soma Street, Abuja, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/property-nerd-167391
Property Plug,09124604075,09124604075,"6th Avenue, Gwarinpa, Abuja, Nigeria",http://propertyplugng.com,https://nigeriapropertycentre.com/agents/property-plug-117152
Propertyvesto Ltd,08136824080,+2348136824080,"Plot 770 Innovation Plaza Wuye District Abuja, Wuye, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/propertyvesto-ltd-35986
Propstreet Facilitators,"08158849886, 08090088422",+2348158849886,"Plot 1262, Setraco, Katampe Main, Fct- Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/propstreet-facilitators-112249
Pro Samlight International,"07087629763, 08101003076",+2347087629763,"Gbetu Lagos., Ibeju Lekki, Lagos, Nigeria",http://www.prosamlight.com,https://nigeriapropertycentre.com/agents/pro-samlight-international-120027
Purplehomesltd,08165630469,08165630469,"Agungi, Lekki, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/purplehomesltd-120177
Purple Realty,08035432974,2348035432974,"68 Obafemi Awolowo Road, Life Camp, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/purple-realty-52637
Pwan Valued Properties,08131315401,08131315401,"Akanu Ibiam Street, Umuahia North, Abia State, Nigeria",,https://nigeriapropertycentre.com/agents/pwan-valued-properties-180452
Qtax Properties,"+2347067261527, +2347067261527",+2347067261527,"Windsor, Brains And Hammer City, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/qtax-properties-143219
Quicksilver Innovations Limited,"07039443673, 08184371225",07039443673,"Number 5 Senanga Crescent Wuse Zone 5, Abuja, Amac, Fct Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/quicksilver-innovations-limited-155873
Quickstay Ventures,08160679893,07085279127,"Bkt Close, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/quickstay-ventures-209050
Quid And Stones Limited,"08039999062, 08037922746, 07015618186",08039999062,"Mf4 Govt. Site & Services Scheme,, Fct Und St. Setraco/gishiri, Gwarimpa, Fct-abuja, Nigeria",https://quidandstoneslimited.estateagentsng.com,https://nigeriapropertycentre.com/agents/quid-and-stones-limited-94523
Quolar Global Services,"+2348181055075, +2348122986390, +2348062855738",+2348052444369,"Suite A07, Eleganza Shopping Mall, Opp. Ikota Shopping Complex, Lekki - Epe Express Way, Lagos, Nigeria",https://quolarglobal.estateagentsng.com,https://nigeriapropertycentre.com/agents/quolar-global-services-28812
Ray Integrated Technologies Limited,"+2349113349815, +2348029833268, +2349113349815, +2348167449510",+2349113349815,"12, Maria Okor, Bucknor Estate, Ejigbo - Isolo, Lagos, Nigeria",https://rayintegratedtechnologieslimited.estateagentsng.com,https://nigeriapropertycentre.com/agents/ray-integrated-technologies-limited-226182
Raystar International Services Ltd,"08065986462, 07087649859",+2348065986462,"Plot 10 Golden Spring Estate, Lokogoma, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/raystar-international-services-ltd-41681
Rc & Co Properties,"+2349158475366, 08166073273",2349158475366,"Ajah, Lagos, Lagos State, Nigeria",,https://nigeriapropertycentre.com/agents/rc-co-properties-191972
Realestate And Globetrot Doctor Ltd,"09039003564, 09031916858",+2349031916858,"Ngo-yop Plaza, Lugbe, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/realestate-and-globetrot-doctor-ltd-198105
Real Estate Answers Nigeria,"09051867840, 07063287852",+2349051867840,"No. 5 Gapson Crescent By Aso Estate, Lugbe, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/real-estate-answers-nigeria-125131
Real Estate Broker,+2347036899940,+2347036899940,"Area 8, Garki, F C T, Nigeria",,https://nigeriapropertycentre.com/agents/real-estate-broker-109035
Real Estate Business In Nigeria,"08032074359, 08032074359, 08024276367",,"11th Floor, Churchgate Tower 2, Plot Pc 31 Churchgate Street, , Victoria Island, Lagos, Nigeria",http://realestatebizng.blogspot.com.ng/,https://nigeriapropertycentre.com/agents/real-estate-business-in-nigeria-161
Real Estate Hub,"07062685690, 09069038081",07062685690,"Aco Estate, Lugbe, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/real-estate-hub-120255
Real Estate Search Engine,08037313225,+2348037313225,"Corner Shop, Lugbe, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/real-estate-search-engine-183907
Real North Projects,"08032424796, 08092777032, 08092262107",08032424796,"Suite B1, Kaduna Court, Gaduwa Estate, Gaduwa, Fct Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/real-north-projects-129659
Realtor,"07058143991, 09071259141, 09058143991",09071259141,,,https://nigeriapropertycentre.com/agents/realtor-53489
Realtoresthy,"08136550127, 08136550127, 08136550127, 08136550127",2348136550127,"162 Winners Blvd, Abuja, Federal Capital Territory, Nigeria",,https://nigeriapropertycentre.com/agents/realtoresthy-241735
Realtor_ Ihotu,"08142069050, 08142069050",2348142069050,"No 15 Taura Close, Kubwa Abuja, Kubwa, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/realtor-ihotu-188642
Reg Integrated Services,"09020197930, 08066137925, 09020197930, 08052536644",+2348066137925,"4 Ganiu Adeoye St. Off Sangotedo Road, Ogombo,, Ajah, Lagos, Nigeria",https://realestategenerals.estateagentsng.com,https://nigeriapropertycentre.com/agents/reg-integrated-services-35313
Rems,"08091464002, 2",08091464002,"2 Olokonla Sangotedo Lekki, Lekki, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/rems-117251
Renzymac Realty,08054453405,08054453405,"Abuja, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/renzymac-realty-120622
Revered Properties Enterprise,"07038355101, 08076597456, 08129238606",+2347038355101,"J And D Complex Ushafa Extension, Bwari Abuja, Ushafa, Fct Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/revered-properties-enterprise-55786
Rhondak Enterprises,"07052764276, 07052764276",07052764276,"Gosa (a) Along Airport Road, Und Street, Sabon Lugbe, Lugbe, Abuja, Nigeria",https://73005.estateagentsng.com,https://nigeriapropertycentre.com/agents/rhondak-enterprises-73005
Ricosino Property Investment Ltd,"08142436766, 08142436766, 08142436766",08142436766,"No. 56, Shagari Road, Arewa Avenue, Bwari, Abuja, Nigeria",https://RICOSINO.estateagentsng.com,https://nigeriapropertycentre.com/agents/ricosino-property-investment-ltd-6672
Rinze International Limited,07085255857,+2347085255857,"Katampe Main, Katampe Main, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/rinze-international-limited-134615
Roa Properties Limited,08063048616,23408063048616,"No 11 Ethiope Close Maitama, Maitama, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/roa-properties-limited-140468
Rolie Homes And Interior Design,+2347035805387,+2347035805387,"10 Suberu, Etiosa, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/rolie-homes-and-interior-design-207844
Rol-properties,"09064140654, 08183341389",+2348183341389,"3rd Floor Goldcrest Plaza , Ikota Mega Chicken , Lekki Lagos, Lekki, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/rol-properties-166337
Rose Luxury Apartment,07063151592,2347063151592,"Abuja, Abuja, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/rose-luxury-apartment-176133
Rotex Property Limited,08060629086,08060629086,"Suite236 Veteran Plaza 21 Kubwa Army Scheme, Kubwa, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/rotex-property-limited-199671
Royal Chattels,"08146038116, 09060356655",+2348146038116,"Block F1, Apo Urban Market, Apo Resettlement, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/royal-chattels-186458
Royale Dixie Enterprises,"+2347040789969, +2349164837660",+2347040789969,"6 Ayinde Ajibode Street, Balogun, Iju Ishaga, Lagos State, Nigeria",https://royaledixieenterprises.estateagentsng.com,https://nigeriapropertycentre.com/agents/royale-dixie-enterprises-150070
Royal Pearls Properties,08032196494,2349025059600,"Hfp Shopping Complex, Ajah, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/royal-pearls-properties-151002
Rtransact,08160040818,+2348160040818,"Suit 25 Conershop Prince And Princess Estate, Duboyi, Abuja, Fct, Niigeria",https://web.facebook.com/luxchiziereal,https://nigeriapropertycentre.com/agents/rtransact-47030
Ruston Realtors Ltd,"07035571555, 09020561638",+2347035571555,"Suite 8 (2nd Floor), Oyeks Business Plaza, Awolowo Junction, Bodija, Ibadan, Oyo, Nigeria",,https://nigeriapropertycentre.com/agents/ruston-realtors-ltd-22774
R.w Properties & Consultant Ltd,"07014452974, 08146837843",07014452974,"Allen Avenue Ikeja, Ikeja Lagos, Lagos State, Nigeria",,https://nigeriapropertycentre.com/agents/rw-properties-consultant-ltd-203060
Sae Apartment,08112929361,2348112929361,"Fct, Nigeria",,https://nigeriapropertycentre.com/agents/sae-apartment-149978
Salis Ventilated Homes,"07063332152, 09020789617",07063332152,"Bewali Close Area 8 Garki, Abuja, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/salis-ventilated-homes-126983
Salis Ventilated Homes,08109513037,+2348109513037,"Fct Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/salis-ventilated-homes-164792
Salis Ventilated Homes Ltd,"08035798578, 08095224590",08035798578,"No. 4 Gashua Close, Area 8 Garki, Abuja, Amac, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/salis-ventilated-homes-ltd-111211
Sammie-yong Consultants,"07037925195, 08180165555",2347037925195,"Suite D51 Efab Plaza Area 11, Garki, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/sammie-yong-consultants-2927
Sam-staak Global Concepts.,"+2348134021511, +2347039816881, +2348058265251, +2348058265251",,"H248/249, Rd 3 Ikota Shopping Complex, Ajah Lagos, Ajah Lagos, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/sam-staak-global-concepts-41404
Sankyandsamidnigltd,"08120020456, 08067155487",+2348067155487,"Abuja, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/sankyandsamidnigltd-47288
Savier Realty Ltd,08030756790,08030756790,"N4/675 Adekogbe Street, Yemetu, Near Saint Michael Primary School, Ibadan, Oyo, Nigeria",https://linktr.ee/savierrealty,https://nigeriapropertycentre.com/agents/savier-realty-ltd-175146
Savvy Instant Offices (savvy Consult Ltd),"08175999603, 08175999603, 07046520063",+2348175999603,"22 Kumasi Crescent, Off Aminu Kano Wuse 2, Wuse 2, Abuja, Nigeria",https://savvyinstantoffices.estateagentsng.com,https://nigeriapropertycentre.com/agents/savvy-instant-offices-savvy-consult-ltd-21881
Sd Synergy Consults,09166821028,+2349166821028,"Flat 5, House 8, Behind Court Of Appeal Quarters, Off Ahaba Imenyi Street, Off Byazhin Road, Kubwa, Abuja, Fct, Nigeria",https://sdsynergyconsults.estateagentsng.com,https://nigeriapropertycentre.com/agents/sd-synergy-consults-66461
Seebar Enterprise,09168981985,09168981985,,,https://nigeriapropertycentre.com/agents/seebar-enterprise-223817
Sell Fast Group,09063606148,09063606148,"Behind Amac Market Lugbe, Abuja, Federal Capital Territory, Nigeria",,https://nigeriapropertycentre.com/agents/sell-fast-group-190516
Sellong Blocktech,"08115522733, 08139159180, 09060381589",2348115522733,"Justice John Tsoho Street, Abuja, Abuja Capital Territory, Nigeria",,https://nigeriapropertycentre.com/agents/sellong-blocktech-142422
Senior Partner Royal Resources Ltd,"08028800501, 08028800501, 447400044492",08028800501,"Kubwa, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/senior-partner-royal-resources-ltd-100120
Sevenpalms_properties,09020149019,09020149019,"Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/sevenpalms-properties-144926
Shang Properties,"+2348137470897, +2348137470897",+2348137470897,"10 Loire Crescent, Nigeria",https://shangproperties.estateagentsng.com,https://nigeriapropertycentre.com/agents/shang-properties-158328
Shedrack And Associates,"08128377440, 09064955498",08128377440,"2382 Kuduru Extension, Bwari, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/shedrack-and-associates-143156
Shepherds Legal Practitioners,"08028839113, 07051148524, 08060242154, 07051148524",07051148524,"Block 2/3, Suite 1, Powa Shopping Plaza., Nyanya, F.c.t. Abuja, Nigeria",https://shepherdslp.estateagentsng.com,https://nigeriapropertycentre.com/agents/shepherds-legal-practitioners-24229
Shopsnshortlets,08114390001,2348114390001,"New Providence Gardens, Vgc, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/shopsnshortlets-128362
Sicnarf Global Realtors & Management Limited,"07061872738, 07015156568",2347015156568,"2 William F. Kumuyi, Kado, Abuja F.c.t, Nigeria",,https://nigeriapropertycentre.com/agents/sicnarf-global-realtors-management-limited-195702
Simora Luxe Homes,08093498054,2348093498054,"Fct Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/simora-luxe-homes-240159
S&j Real Digitals Ltd,09039184265,2349039184265,"Fct, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/sj-real-digitals-ltd-232332
Skyline Homes And Properties,07037120739,+2347037120739,"Ahmed Gambo Saleh Crescent, Jahi, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/skyline-homes-and-properties-220005
Sodiq Abdulazeez,08142366176,+12348142366176,"Aliyah Mall Lugbe Federal Housing, Abuja, Lugbe District, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/sodiq-abdulazeez-128024
Solidfoot,08138760768,08138760768,"Address Suite B8d Platinum Mega Plaza (behind Next Cash And Carry) Jahi, Abuja, Fct, Nigeria",http://www.solidfoot.com,https://nigeriapropertycentre.com/agents/solidfoot-115085
Solidrealtyandhomes,"07070090128, 07037105742",+2347037105742,"Plot2351 Cad Zn B18 Sector Center D, Apo, Abuja, Nigeria",https://solidrealtyandhomes.estateagentsng.com,https://nigeriapropertycentre.com/agents/solidrealtyandhomes-228060
Solodom Ventures,07036509473,07036509473,"Plot 65 Aco Amac Estate, Airport Road, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/solodom-ventures-29488
Solomillie Island Properties,08130261716,08130261716,"House 23 Diamond Crescent Street, Diamond City Luxury Estate, Pykasa, Federal Capital Territory, Nigeria",,https://nigeriapropertycentre.com/agents/solomillie-island-properties-119239
Sonergy Homes,"+2348140179244, +2348140179244, +2349017010233",+2349017010233,"New Bussa Crescent, Dawaki, Federal Capital Territory, Nigeria",,https://nigeriapropertycentre.com/agents/sonergy-homes-160419
Sorem Properties,"08162762087, 08162762087",+2348162762087,"Ndola Crescent, Zone 5, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/sorem-properties-186667
South-ridge Business Innovations,"08034047500, 09046818524",+2348034047500,"Suite 3f3, Threshold Business Suites, Plot 976, Olusegun Obasanjo Way, Wuye, Abuja., Wuye, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/south-ridge-business-innovations-28715
Spaceandheights Limited,"08163316313, 08060077195",+2348060077195,"Suite 305 Obum Leathers, Wuse 2, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/spaceandheights-limited-187800
Spektal Facility Solution Services Limited,"07059672940, 08060065858, 09099660195",+2347059672940,"Plot 290 A, Ajose Adeogun Street ,lagos, Victoria Island, Lagos, Nigeria",https://spektal-facility-solutions-services.realtornigeria.com/property-list/for-sale,https://nigeriapropertycentre.com/agents/spektal-facility-solution-services-limited-127145
Splashy Purple Int'l Ltd,08186586178,08186586178,"No 10 Dutse Street, Gwarimpa, F.c.t, Nigeria",,https://nigeriapropertycentre.com/agents/splashy-purple-intl-ltd-182961
Spring Homes Unique Properties Ltd,"09167553427, +2349167553427, +2349167553427, +2349167553427",+2348062624452,"Suite 212,beta Foundation Plaza , Jabi, Abuja., Jabi ,fct, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/spring-homes-unique-properties-ltd-160730
St. Alice Homes And Apartments,"09056205208, 09160656077",2349056205208,"S.s.p No 2b Behind Old A/c, Wireless Avenue, Enugu, Enugu, Nigeria",https://stalicehomesandapartments.estateagentsng.com,https://nigeriapropertycentre.com/agents/st-alice-homes-and-apartments-201723
Starlion Notch Ltd,"08079884099, 08130953118, 07057663782",07057663782,"Suite C04, Gostu Plaza, 1st Avenue, Gwarinpa, Abuja, Nigeria",http://www.starlionlegal.com,https://nigeriapropertycentre.com/agents/starlion-notch-ltd-39220
Star Properties,"95, 95, 95",09063799544,"Whitesannd Avenue, Lekki, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/star-properties-150694
Star - Rich Global Services,"09025697865, 08065407635",+2348156502926,"7e, Civic Centre Road, Kano, Kano, Nigeria",https://garbauh.estateagentsng.com,https://nigeriapropertycentre.com/agents/star-rich-global-services-22944
Starzij Realtors,09136723282,09136723282,"Suite 211, Second Floor, Alba Plaza, Jabi, Abuja, Fct, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/starzij-realtors-64662
Stepforge Global Limited,"07036476422, 09056085688",07036476422,"Abuja, Fct, Nigeria",,https://nigeriapropertycentre.com/agents/stepforge-global-limited-240076
Subway Apartment,"08180404973, 07031578039",+2348180404973,"Flat 10, Plot 543 Jahi District, Gwarimpa, Abuja, Fct North, Nigeria",https://subwayapartment.estateagentsng.com,https://nigeriapropertycentre.com/agents/subway-apartment-32832
Sunday Obende&co,"07035106697, 08055538780",07035106697,"Herbert Macaulary Way Zone 6, Wuse, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/sunday-obendeco-141798
Sunemai Property,07058460017,09158313283,"Cherryfield Street, Jikwoyi /amac, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/sunemai-property-103589
Sunetics Properties,"08033494150, 08033494150, 08057579233, 08033494150",08033494150,"P&t Building, Obalende. Lagos, Obalende, Lagos, Nigeria",,https://nigeriapropertycentre.com/agents/sunetics-properties-210971
Sure Realty,"08033592077, 08033592077, 08060614897",08033592077,"Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/sure-realty-160493
Swachet Homes And Properties Ltd,+2347038523284,+2347038523284,"Chukwuemeka M Obi Street Mabushi, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/swachet-homes-and-properties-ltd-137077
Swizz Homes Ltd.,"08169068162, 08118612410",+2348169068162,"Ademola Adetokumbu, Wuse 2, Abuja, Nigeria",,https://nigeriapropertycentre.com/agents/swizz-homes-ltd-44594
